0	1	0
0.1	0.995029	-0.0990884
0.342911	0.942763	-0.32773
0.59639	0.832373	-0.537274
0.865439	0.662854	-0.714058
1.15445	0.436595	-0.839871
1.44346	0.184494	-0.892171
1.70128	-0.0446646	-0.875731
1.9591	-0.262234	-0.80313
2.21692	-0.454545	-0.681207
2.48815	-0.616993	-0.510476
2.77613	-0.733844	-0.296963
3.06411	-0.7866	-0.0685387
3.35209	-0.773719	0.155753
3.64008	-0.699015	0.358007
3.92806	-0.571123	0.522852
4.21604	-0.402601	0.638582
4.50402	-0.20875	0.697943
4.792	-0.0062679	0.698535
5.07998	0.188159	0.642795
5.36797	0.359199	0.537596
5.65595	0.494053	0.39351
5.94393	0.583381	0.223796
6.23191	0.621907	0.0432166
6.51989	0.608673	-0.133212
6.80787	0.546935	-0.291443
7.09586	0.44372	-0.419492
7.39491	0.303457	-0.510857
7.69397	0.143005	-0.553869
7.99302	-0.0228226	-0.546913
8.29208	-0.179394	-0.492786
8.59113	-0.313525	-0.398255
8.89019	-0.414555	-0.273299
9.18925	-0.475166	-0.130101
9.4883	-0.49187	0.0181101
9.78736	-0.465143	0.158247
10.0864	-0.39921	0.2785
10.3855	-0.301515	0.369301
10.701	-0.174922	0.425952
11.0166	-0.0373115	0.438902
11.3321	0.0975362	0.408924
11.6477	0.216743	0.340892
11.9632	0.309535	0.243128
12.2788	0.368183	0.126434
12.5943	0.388611	0.00294161
12.9098	0.370614	-0.115126
13.2254	0.317705	-0.216631
13.5409	0.236601	-0.292551
13.8684	0.132422	-0.337741
14.1958	0.0195062	-0.345748
14.5232	-0.0900203	-0.317522
14.8506	-0.184964	-0.257727
15.178	-0.256179	-0.174076
15.5055	-0.29742	-0.0763852
15.8329	-0.305847	0.0245432
16.1603	-0.282158	0.11809
16.4877	-0.23035	0.194909
16.8152	-0.157141	0.247837
17.1426	-0.0711483	0.272533
17.47	0.0181001	0.267787
17.7974	0.101194	0.235504
18.1248	0.169814	0.18035
18.4523	0.217538	0.109141
18.7797	0.24042	0.0300276
19.1071	0.237277	-0.0484069
19.4345	0.209683	-0.118063
19.7619	0.161672	-0.17214
20.11	0.0949465	-0.207138
20.458	0.0205238	-0.216158
20.806	-0.0525112	-0.199468
21.154	-0.115697	-0.160325
21.502	-0.162153	-0.104443
21.85	-0.187303	-0.0392029
22.198	-0.189294	0.0272986
22.546	-0.16907	0.0872286
22.8941	-0.130123	0.13392
23.2421	-0.077957	0.162592
23.5901	-0.0193371	0.170812
23.9381	0.0385601	0.158659
24.2861	0.0890079	0.12859
24.6341	0.126492	0.0850285
25.0011	0.147904	0.0308646
25.368	0.149009	-0.0243969
25.7349	0.130753	-0.0735384
26.1019	0.096536	-0.110522
26.4688	0.0516464	-0.131208
26.8358	0.0024705	-0.133789
27.2027	-0.0443918	-0.1189
27.5696	-0.0829939	-0.089407
27.9366	-0.108777	-0.0499111
28.3035	-0.119089	-0.00606491
28.6704	-0.113421	0.0362188
29.0374	-0.0933647	0.0715462
29.4043	-0.0622874	0.0957135
29.7989	-0.0218654	0.106392
30.1935	0.0194965	0.100579
30.5881	0.0555716	0.0800902
30.9827	0.0812799	0.0488263
31.3773	0.0933806	0.0120726
31.7719	0.09085	-0.0243704
32.1665	0.0749065	-0.0550819
32.5611	0.0487006	-0.075808
32.9753	0.015083	-0.0840942
33.3895	-0.0189828	-0.0780902
33.8038	-0.0478832	-0.0596415
34.218	-0.06719	-0.0325234
34.6322	-0.0743147	-0.00170544
35.0464	-0.0688231	0.0275356
35.4607	-0.0523757	0.0504993
35.8749	-0.0283298	0.063798
36.2891	-0.00108667	0.0658329
36.7033	0.0246934	0.056949
37.1176	0.0448708	0.039261
37.5318	0.056474	0.0162001
37.946	0.0581167	-0.00812832
38.3602	0.0501297	-0.029658
38.7744	0.0344028	-0.0450269
39.2244	0.0121153	-0.0522724
39.6744	-0.0110499	-0.0489812
40.1244	-0.0305757	-0.0364749
40.5744	-0.0429403	-0.0177626
41.0244	-0.0462308	0.00314797
41.4744	-0.040406	0.0220875
41.9243	-0.0271823	0.0355385
42.3905	-0.00892137	0.0413188
42.8566	0.00994486	0.0381932
43.3228	0.0254873	0.0274073
43.7889	0.0347273	0.0117015
44.2551	0.0361862	-0.00535524
44.7212	0.0300888	-0.0201563
45.1873	0.0182021	-0.0298036
45.6845	0.00235586	-0.032594
46.1816	-0.0129012	-0.0275803
46.6787	-0.0240521	-0.0164928
47.1758	-0.0287908	-0.00235471
47.673	-0.0264725	0.0113167
48.1701	-0.0181453	0.0213656
48.6672	-0.00618347	0.0257082
49.1644	0.00636118	0.0237413
49.6615	0.0165204	0.0163774
50.1586	0.0220955	0.00572216
50.6727	0.022019	-0.00586256
51.1868	0.0164693	-0.0151286
51.7009	0.00723367	-0.0199426
52.2369	-0.00354034	-0.0193005
52.7729	-0.0125278	-0.0135065
53.3089	-0.0174445	-0.00452006
53.8449	-0.0172799	0.00499018
54.3809	-0.012471	0.0124207
54.9169	-0.00467274	0.0159297
55.4754	0.00411452	0.014736
56.0338	0.0109964	0.00934336
56.5922	0.0141202	0.00166097
57.1507	0.0128776	-0.00588809
57.7091	0.00798165	-0.0111143
58.2675	0.0011529	-0.0126812
58.826	-0.00546305	-0.0104262
59.3844	-0.00995506	-0.0053137
59.9763	-0.011147	0.001305
60.5682	-0.00860827	0.00693631
61.1602	-0.00348244	0.00983062
61.7868	0.00266128	0.00914334
62.4134	0.00728849	0.00520177
63.04	0.00885717	-0.000272587
63.6666	0.00707288	-0.00515681
64.2932	0.00288362	-0.00773251
64.9467	-0.00216945	-0.00718802
65.6001	-0.0058991	-0.00387329
66.2536	-0.00696515	0.000651978
66.907	-0.00519801	0.00449868
67.5604	-0.00155585	0.00622048
68.2465	0.00252927	0.00523444
68.9326	0.00512704	0.00209393
69.6186	0.00526586	-0.00163975
70.3047	0.00312663	-0.00430298
70.9908	-0.000147823	-0.00485523
71.6768	-0.00303833	-0.00326556
72.3629	-0.00433945	-0.000427145
73.0852	-0.00356096	0.00243502
73.8076	-0.00117675	0.00385038
74.5299	0.00151953	0.00329759
75.2522	0.00321943	0.00124057
75.9745	0.00322063	-0.00119235
76.6969	0.0016971	-0.00281084
77.4446	-0.000547456	-0.00290829
78.1923	-0.00227737	-0.00152749
78.94	-0.00267414	0.000477667
79.7157	-0.00162178	0.00206638
80.4914	0.000190864	0.00236431
81.2984	0.0017426	0.00129221
82.1054	0.00210494	-0.000408185
82.9125	0.00120315	-0.00167739
83.7195	-0.000294625	-0.00182733
84.5616	-0.00148091	-0.000842489
85.4038	-0.00159634	0.00055435
86.246	-0.000695677	0.00143713
87.0881	0.0005348	0.00131261
87.9303	0.00128326	0.000378665
88.8091	0.00111127	-0.000719446
89.6879	0.000206741	-0.00119371
90.6109	-0.000760638	-0.000761526
91.5338	-0.00103922	0.000178852
92.4993	-0.000474658	0.000880347
93.4647	0.000394658	0.00078039
94.4302	0.000829728	6.74931e-05
95.3956	0.000539974	-0.000603274
96.361	-0.000144091	-0.000699156
97.4038	-0.000635196	-0.000169904
98.4465	-0.000471132	0.000438701
99.4893	0.000102186	0.000555701
100	0.000350962	0.000399245
