0	5	1	0	0
0.001	5	1	-0.000108953	-2.17907e-05
0.0055	5	1	-0.000599244	-0.000119849
0.02575	4.99996	0.999993	-0.00280555	-0.00056111
0.116875	4.99926	0.999851	-0.0127339	-0.00254679
0.526938	4.98487	0.996975	-0.0574116	-0.0114823
2.37222	4.69344	0.938687	-0.258461	-0.0516923
4.03297	4.11394	0.822789	-0.439406	-0.0878812
5.52765	3.33547	0.667094	-0.602256	-0.120451
5.97188	3.05718	0.611436	-0.650656	-0.130131
6.37168	2.78824	0.557647	-0.695606	-0.139121
6.83273	2.45352	0.490705	-0.759032	-0.151806
7.27595	2.10011	0.420022	-0.83992	-0.167984
7.60387	1.81205	0.362409	-0.92098	-0.184196
7.86248	1.56331	0.312662	-1.00686	-0.201373
8.06759	1.34787	0.269574	-1.09844	-0.219687
8.23024	1.16165	0.23233	-1.19617	-0.239234
8.35931	1.00086	0.200172	-1.30061	-0.260121
8.46178	0.862142	0.172428	-1.41233	-0.282466
8.54319	0.742546	0.148509	-1.53195	-0.306391
8.60789	0.639485	0.127897	-1.66013	-0.332026
8.65934	0.550704	0.110141	-1.79756	-0.359513
8.70029	0.474241	0.0948482	-1.945	-0.389
8.73288	0.408397	0.0816793	-2.10324	-0.420648
8.75884	0.351699	0.0703399	-2.27316	-0.454631
8.77953	0.302877	0.0605755	-2.45568	-0.491135
8.79602	0.260834	0.0521667	-2.65181	-0.530362
8.80918	0.224621	0.0449243	-2.86264	-0.572529
8.81968	0.193425	0.038685	-3.08937	-0.617874
8.82807	0.166542	0.0333085	-3.33329	-0.666658
8.83477	0.143368	0.0286736	-3.59583	-0.719166
8.84013	0.12338	0.024676	-3.87859	-0.775717
8.84442	0.10613	0.021226	-4.18334	-0.836668
8.84785	0.0912296	0.0182459	-4.51213	-0.902427
8.8506	0.0783445	0.0156689	-4.86734	-0.973467
8.85281	0.0671846	0.0134369	-5.25178	-1.05036
8.85459	0.0574978	0.0114996	-5.66898	-1.1338
8.85602	0.0490626	0.00981253	-6.12351	-1.2247
8.85719	0.0416811	0.00833623	-6.62172	-1.32434
8.85813	0.0351689	0.00703378	-7.17334	-1.43467
8.85891	0.0293359	0.00586717	-7.79568	-1.55914
8.85958	0.0239247	0.00478493	-8.52872	-1.70574
8.86022	0.018151	0.0036302	-9.55056	-1.91011
8.86061	0.0142151	0.00284302	-10.4405	-2.0881
8.86079	0.0123584	0.00247167	-10.9242	-2.18485
8.86103	0.00962685	0.00192537	-11.7062	-2.34125
8.86129	0.0064533	0.00129066	-12.6668	-2.53337
8.86157	0.00280703	0.000561407	-13.59	-2.71801
8.86181	-0.000512171	-0.000102434	-13.8511	-2.77022
8.86195	-0.0024567	-0.000491339	-13.651	-2.7302
8.86213	-0.00494405	-0.00098881	-13.0967	-2.61934
8.86234	-0.00752442	-0.00150488	-12.344	-2.4688
8.86269	-0.0116372	-0.00232744	-11.1231	-2.22463
8.86304	-0.0153663	-0.00307327	-10.1616	-2.03231
8.86358	-0.0205993	-0.00411986	-9.08096	-1.81619
8.86423	-0.0261546	-0.00523091	-8.20478	-1.64096
8.86496	-0.0318808	-0.00637616	-7.50622	-1.50124
8.86585	-0.038294	-0.00765879	-6.8929	-1.37858
8.86696	-0.0456224	-0.00912448	-6.34178	-1.26836
8.86835	-0.05408	-0.010816	-5.84102	-1.1682
8.87011	-0.063897	-0.0127794	-5.38314	-1.07663
8.87232	-0.0753347	-0.0150669	-4.96282	-0.992565
8.87513	-0.0886947	-0.0177389	-4.576	-0.915201
8.87869	-0.104329	-0.0208658	-4.21938	-0.843875
8.88322	-0.122651	-0.0245302	-3.89018	-0.778036
8.88898	-0.144146	-0.0288292	-3.58602	-0.717205
8.89633	-0.169386	-0.0338771	-3.30481	-0.660963
8.90569	-0.199045	-0.039809	-3.04467	-0.608935
8.91764	-0.233921	-0.0467841	-2.80392	-0.560784
8.93292	-0.274952	-0.0549905	-2.58102	-0.516204
8.95245	-0.323251	-0.0646503	-2.37457	-0.474914
8.97747	-0.380129	-0.0760258	-2.18329	-0.436657
9.00953	-0.447135	-0.089427	-2.00598	-0.401197
9.05067	-0.526097	-0.105219	-1.84157	-0.368314
9.10352	-0.61917	-0.123834	-1.68903	-0.337806
9.17148	-0.728892	-0.145778	-1.54742	-0.309484
9.259	-0.858244	-0.171649	-1.41586	-0.283173
9.37183	-1.01072	-0.202144	-1.29355	-0.258709
9.51749	-1.19039	-0.238079	-1.1797	-0.23594
9.70276	-1.39875	-0.27975	-1.07505	-0.215011
9.93678	-1.6385	-0.3277	-0.979023	-0.195805
10.2318	-1.91358	-0.382717	-0.890533	-0.178107
10.6028	-2.22804	-0.445607	-0.808686	-0.161737
11.0684	-2.58597	-0.517194	-0.732686	-0.146537
11.3079	-2.7576	-0.55152	-0.70103	-0.140206
11.5176	-2.902	-0.580401	-0.676326	-0.135265
11.9484	-3.18314	-0.636628	-0.629281	-0.125856
12.3791	-3.44407	-0.688814	-0.582355	-0.116471
14.3172	-4.36813	-0.873625	-0.371186	-0.0742372
23.0389	-3.46155	-0.69231	0.579075	0.115815
23.5856	-3.12869	-0.625738	0.638639	0.127728
23.8345	-2.96639	-0.593277	0.665753	0.133151
24.3933	-2.576	-0.5152	0.734634	0.146927
24.9521	-2.14053	-0.428106	0.829825	0.165965
25.2795	-1.85677	-0.371353	0.907325	0.181465
25.5493	-1.60097	-0.320195	0.992722	0.198544
25.7621	-1.38057	-0.276113	1.0833	0.216659
25.931	-1.18988	-0.237977	1.18	0.236
26.0649	-1.02523	-0.205045	1.28332	0.256663
26.1713	-0.883156	-0.176631	1.39382	0.278764
26.2558	-0.760658	-0.152132	1.51213	0.302425
26.3229	-0.65509	-0.131018	1.63888	0.327775
26.3763	-0.564144	-0.112829	1.77477	0.354953
26.4188	-0.485815	-0.097163	1.92053	0.384107
26.4526	-0.418363	-0.0836725	2.07698	0.415395
26.4795	-0.360281	-0.0720561	2.24495	0.448989
26.501	-0.310267	-0.0620533	2.42537	0.485073
26.5181	-0.267197	-0.0534394	2.61923	0.523846
26.5317	-0.230103	-0.0460205	2.82761	0.565523
26.5426	-0.198148	-0.0396295	3.05169	0.610339
26.5513	-0.170612	-0.0341225	3.29275	0.658549
26.5583	-0.146877	-0.0293754	3.55218	0.710436
26.5638	-0.126407	-0.0252815	3.83156	0.766312
26.5683	-0.108743	-0.0217487	4.13264	0.826527
26.5718	-0.0934881	-0.0186976	4.4574	0.89148
26.5747	-0.0802987	-0.0160597	4.80817	0.961633
26.577	-0.0688786	-0.0137757	5.18768	1.03754
26.5788	-0.0589699	-0.011794	5.59932	1.11986
26.5803	-0.0503468	-0.0100694	6.04746	1.20949
26.5815	-0.042808	-0.0085616	6.53808	1.30762
26.5825	-0.0361679	-0.00723358	7.0802	1.41604
26.5833	-0.0302396	-0.00604791	7.68938	1.53788
26.584	-0.0247857	-0.00495715	8.39962	1.67992
26.5846	-0.0192194	-0.00384387	9.33841	1.86768
26.5851	-0.014263	-0.0028526	10.4286	2.08572
26.5852	-0.0125809	-0.00251618	10.8641	2.17282
26.5855	-0.00986138	-0.00197228	11.6364	2.32727
26.5857	-0.00676349	-0.0013527	12.5742	2.51485
26.586	-0.00311887	-0.000623773	13.5303	2.70606
26.5863	0.000910462	0.000182092	13.8308	2.76616
26.5865	0.00298565	0.00059713	13.5564	2.71128
26.5866	0.00543411	0.00108682	12.962	2.5924
26.5869	0.00813713	0.00162743	12.1572	2.43144
26.5873	0.0127538	0.00255076	10.8177	2.16355
26.5877	0.0168998	0.00337995	9.81432	1.96286
26.5883	0.0227767	0.00455534	8.7093	1.74186
26.589	0.0282816	0.00565632	7.925	1.585
26.5898	0.0342392	0.00684784	7.26322	1.45264
26.5907	0.0409774	0.00819548	6.67555	1.33511
26.5919	0.0487119	0.00974239	6.14478	1.22896
26.5935	0.0576609	0.0115322	5.66116	1.13223
26.5954	0.068065	0.013613	5.21819	1.04364
26.5978	0.0801998	0.01604	4.81112	0.962224
26.6009	0.0943851	0.018877	4.4362	0.887241
26.6048	0.110995	0.022199	4.09037	0.818075
26.6097	0.130469	0.0260938	3.77102	0.754204
26.6161	0.153323	0.0306647	3.47587	0.695175
26.6241	0.180168	0.0360336	3.20293	0.640587
26.6344	0.211721	0.0423442	2.9504	0.59008
26.6475	0.248832	0.0497664	2.71665	0.54333
26.6643	0.292502	0.0585004	2.5002	0.50004
26.6858	0.343916	0.0687832	2.2997	0.45994
26.7133	0.404471	0.0808942	2.1139	0.42278
26.7485	0.475818	0.0951636	1.94165	0.388331
26.7938	0.559904	0.111981	1.7819	0.356379
26.852	0.659025	0.131805	1.63365	0.326729
26.9268	0.775879	0.155176	1.49599	0.299197
27.0233	0.913636	0.182727	1.36806	0.273612
27.1477	1.076	0.215201	1.24907	0.249814
27.308	1.26697	0.253395	1.13844	0.227688
27.5107	1.48687	0.297375	1.03728	0.207455
27.7665	1.73974	0.347948	0.944255	0.188851
28.0888	2.02947	0.405894	0.858419	0.171684
28.4937	2.36015	0.47203	0.778909	0.155782
29.0013	2.73588	0.547175	0.704964	0.140993
29.2073	2.87852	0.575703	0.680309	0.136062
29.5136	3.0817	0.616341	0.646795	0.129359
29.8198	3.27467	0.654935	0.613429	0.122686
31.1979	4.01658	0.803316	0.46328	0.092656
37.3994	4.79452	0.958905	-0.212389	-0.0424777
38.5156	4.48956	0.897913	-0.334009	-0.0668018
39.5203	4.09902	0.819805	-0.443467	-0.0886935
40.4244	3.65352	0.730703	-0.54198	-0.108396
41.2382	3.1764	0.635281	-0.630641	-0.126128
41.5667	2.96334	0.592668	-0.666436	-0.133287
41.9057	2.73089	0.546178	-0.70595	-0.14119
42.2806	2.45672	0.491344	-0.758569	-0.151714
42.7361	2.09329	0.418657	-0.841837	-0.168367
43.0604	1.80781	0.361561	-0.922465	-0.184493
43.3182	1.55943	0.311886	-1.0085	-0.2017
43.5225	1.34452	0.268904	-1.10016	-0.220031
43.6845	1.15875	0.23175	-1.19799	-0.239598
43.8131	0.998348	0.19967	-1.30254	-0.260508
43.9151	0.859972	0.171994	-1.41439	-0.282878
43.9962	0.740672	0.148134	-1.53415	-0.306829
44.0607	0.637868	0.127574	-1.66247	-0.332494
44.1119	0.549309	0.109862	-1.80006	-0.360012
44.1527	0.473038	0.0946077	-1.94767	-0.389534
44.1852	0.40736	0.081472	-2.1061	-0.42122
44.211	0.350806	0.0701612	-2.27622	-0.455244
44.2317	0.302108	0.0604215	-2.45896	-0.491792
44.2481	0.26017	0.052034	-2.65533	-0.531066
44.2612	0.22405	0.0448099	-2.86642	-0.573285
44.2717	0.192932	0.0385865	-3.09343	-0.618686
44.28	0.166117	0.0332235	-3.33765	-0.667531
44.2867	0.143001	0.0286003	-3.60052	-0.720105
44.292	0.123064	0.0246128	-3.88364	-0.776728
44.2963	0.105857	0.0211713	-4.18878	-0.837757
44.2997	0.0909935	0.0181987	-4.51801	-0.903601
44.3025	0.0781401	0.015628	-4.87368	-0.974736
44.3047	0.0670074	0.0134015	-5.25865	-1.05173
44.3064	0.0573438	0.0114688	-5.67645	-1.13529
44.3079	0.0489282	0.00978563	-6.13166	-1.22633
44.309	0.041563	0.00831261	-6.63068	-1.32614
44.31	0.035064	0.00701281	-7.18334	-1.43667
44.3107	0.0292407	0.00584815	-7.80713	-1.56143
44.3114	0.0238333	0.00476665	-8.54275	-1.70855
44.312	0.0180293	0.00360587	-9.57548	-1.9151
44.3124	0.0142321	0.00284643	-10.4363	-2.08726
44.3126	0.0123571	0.00247143	-10.9246	-2.18492
44.3128	0.00962747	0.00192549	-11.7061	-2.34121
44.3131	0.00645404	0.00129081	-12.6666	-2.53333
44.3134	0.00280779	0.000561558	-13.5899	-2.71798
44.3136	-0.000512984	-0.000102597	-13.8511	-2.77022
44.3138	-0.00245817	-0.000491634	-13.6508	-2.73015
44.3139	-0.00494535	-0.000989071	-13.0964	-2.61927
44.3141	-0.00752601	-0.0015052	-12.3435	-2.4687
44.3145	-0.0116417	-0.00232834	-11.1219	-2.22438
44.3149	-0.0153732	-0.00307465	-10.1599	-2.03199
44.3154	-0.0206113	-0.00412226	-9.07882	-1.81576
44.316	-0.0261656	-0.00523312	-8.20328	-1.64066
44.3168	-0.0318929	-0.00637859	-7.50493	-1.50099
44.3177	-0.0383077	-0.00766154	-6.89175	-1.37835
44.3188	-0.0456382	-0.00912765	-6.34075	-1.26815
44.3202	-0.0540983	-0.0108197	-5.84008	-1.16802
44.3219	-0.0639184	-0.0127837	-5.38228	-1.07646
44.3241	-0.0753597	-0.0150719	-4.96204	-0.992408
44.3269	-0.088724	-0.0177448	-4.57528	-0.915057
44.3305	-0.104364	-0.0208727	-4.21872	-0.843743
44.335	-0.122691	-0.0245383	-3.88957	-0.777915
44.3408	-0.144193	-0.0288387	-3.58547	-0.717094
44.3482	-0.169442	-0.0338883	-3.3043	-0.660861
44.3575	-0.199111	-0.0398222	-3.04421	-0.608842
44.3695	-0.233999	-0.0467997	-2.80349	-0.560699
44.3848	-0.275045	-0.0550089	-2.58063	-0.516126
44.4043	-0.323361	-0.0646721	-2.37422	-0.474843
44.4293	-0.380259	-0.0760518	-2.18297	-0.436593
44.4614	-0.447289	-0.0894578	-2.0057	-0.401139
44.5026	-0.52628	-0.105256	-1.84131	-0.368262
44.5554	-0.619388	-0.123878	-1.6888	-0.33776
44.6235	-0.729153	-0.145831	-1.54722	-0.309443
44.711	-0.858556	-0.171711	-1.41569	-0.283138
44.8239	-1.01109	-0.202219	-1.29339	-0.258679
44.9696	-1.19084	-0.238169	-1.17957	-0.235914
45.155	-1.39928	-0.279857	-1.07495	-0.21499
45.3891	-1.63913	-0.327827	-0.978948	-0.19579
45.6843	-1.91434	-0.382868	-0.890482	-0.178096
46.0555	-2.22894	-0.445788	-0.808659	-0.161732
46.5213	-2.58705	-0.51741	-0.732681	-0.146536
46.7694	-2.76465	-0.55293	-0.699998	-0.14
47.0343	-2.94596	-0.589193	-0.66933	-0.133866
47.2992	-3.11947	-0.623894	-0.640464	-0.128093
48.4915	-3.80562	-0.761123	-0.510567	-0.102113
53.8565	-4.97679	-0.995358	0.0739715	0.0147943
58.685	-3.34951	-0.669902	0.600056	0.120011
58.9765	-3.16996	-0.633992	0.631817	0.126363
59.2163	-3.01533	-0.603066	0.657942	0.131588
59.515	-2.81392	-0.562784	0.691393	0.138279
59.8429	-2.58042	-0.516084	0.733937	0.146787
60.35	-2.188	-0.437601	0.818368	0.163674
60.6981	-1.89001	-0.378002	0.897557	0.179511
60.9747	-1.63067	-0.326133	0.981978	0.196396
61.1938	-1.40615	-0.28123	1.07187	0.214375
61.3676	-1.21199	-0.242399	1.16779	0.233557
61.5054	-1.0443	-0.208861	1.27025	0.25405
61.6148	-0.899607	-0.179921	1.37983	0.275966
61.7017	-0.774836	-0.154967	1.49713	0.299427
61.7708	-0.667304	-0.133461	1.6228	0.32456
61.8257	-0.574663	-0.114933	1.75752	0.351503
61.8694	-0.494873	-0.0989746	1.90202	0.380404
61.9042	-0.426162	-0.0852324	2.05709	0.411419
61.9319	-0.366996	-0.0733991	2.22359	0.444718
61.954	-0.316049	-0.0632097	2.40242	0.480483
61.9716	-0.272176	-0.0544352	2.59456	0.518912
61.9856	-0.234391	-0.0468782	2.80109	0.560218
61.9968	-0.201842	-0.0403684	3.02316	0.604632
62.0057	-0.173796	-0.0347592	3.26204	0.652408
62.0129	-0.149622	-0.0299244	3.51912	0.703824
62.0186	-0.128775	-0.025755	3.79595	0.759189
62.0232	-0.110787	-0.0221575	4.09424	0.818848
62.0268	-0.0952539	-0.0190508	4.41596	0.883192
62.0297	-0.0818262	-0.0163652	4.76337	0.952675
62.0321	-0.0702022	-0.0140404	5.13917	1.02783
62.034	-0.0601197	-0.0120239	5.54663	1.10933
62.0355	-0.0513491	-0.0102698	5.98998	1.198
62.0367	-0.0436867	-0.00873733	6.47494	1.29499
62.0377	-0.0369454	-0.00738909	7.01005	1.40201
62.0386	-0.0309402	-0.00618803	7.6097	1.52194
62.0393	-0.0254455	-0.00508911	8.30418	1.66084
62.0399	-0.0199721	-0.00399443	9.19575	1.83915
62.0406	-0.0133032	-0.00266065	10.6729	2.13457
62.0407	-0.011518	-0.00230359	11.1566	2.23132
62.041	-0.00866877	-0.00173375	11.9953	2.39905
62.0413	-0.00482918	-0.000965836	13.1274	2.62548
62.0415	-0.00194235	-0.000388471	13.7277	2.74554
62.0417	0.00117146	0.000234293	13.8115	2.7623
62.0419	0.00359061	0.000718122	13.4309	2.68618
62.0421	0.00602188	0.00120438	12.7938	2.55876
62.0423	0.00892863	0.00178573	11.9164	2.38328
62.0427	0.0129543	0.00259086	10.7645	2.15289
62.0431	0.0170307	0.00340613	9.78593	1.95719
62.0437	0.022672	0.00453439	8.72629	1.74526
62.0443	0.0281718	0.00563436	7.93881	1.58776
62.0451	0.0341167	0.00682334	7.27531	1.45506
62.0461	0.0408376	0.00816752	6.6864	1.33728
62.0473	0.0485508	0.00971016	6.15463	1.23093
62.0488	0.0574739	0.0114948	5.67016	1.13403
62.0507	0.0678472	0.0135694	5.22645	1.04529
62.0531	0.0799455	0.0159891	4.81872	0.963744
62.0562	0.0940876	0.0188175	4.44321	0.888643
62.0601	0.110647	0.0221293	4.09684	0.819369
62.065	0.13006	0.026012	3.777	0.7554
62.0713	0.152843	0.0305687	3.4814	0.696281
62.0793	0.179604	0.0359208	3.20805	0.64161
