0	5	1
0.01	5.001	1.001
0.055	5.00562	1.00549
0.2575	5.02828	1.0255
1.16875	5.16951	1.1117
3.34743	5.77586	1.29318
5.69917	6.87826	1.45639
8.3167	8.67765	1.61101
11.5018	11.6821	1.77775
15.4112	16.5079	1.96739
19.767	23.1092	2.17061
25.2383	32.6011	2.42113
32.526	45.7128	2.75156
42.7716	60.7685	3.21355
54.727	66.8448	3.75064
69.3869	53.0678	4.40652
74.5107	43.7103	4.63452
79.0634	34.2409	4.83587
82.6477	26.4058	4.99267
85.5576	20.0166	5.11751
87.9293	14.9045	5.21557
89.9181	10.7437	5.29192
91.7195	7.10816	5.35004
93.5251	3.61403	5.38146
94.6881	1.45397	5.37014
95.9129	-0.726482	5.31347
97.1377	-2.78341	5.20682
98.4626	-4.84495	5.04922
100.066	-7.0975	4.82412
102.165	-9.63063	4.50016
104.57	-11.9351	4.10827
107.634	-13.9148	3.59172
111.634	-14.8407	2.90041
117.005	-13.1364	1.95054
119.128	-11.5649	1.56864
120.996	-9.78344	1.229
122.351	-8.26392	0.979755
123.441	-6.90431	0.776899
124.299	-5.74868	0.615508
124.976	-4.77991	0.486479
125.51	-3.9771	0.383272
125.934	-3.31227	0.300129
126.274	-2.75821	0.2324
126.543	-2.3029	0.177843
126.758	-1.92764	0.133711
126.928	-1.61786	0.0979602
127.064	-1.36148	0.0689625
127.173	-1.14864	0.0454322
127.26	-0.971369	0.0263488
127.33	-0.823205	0.0108995
127.386	-0.698931	-0.00156651
127.431	-0.594324	-0.0115726
127.467	-0.505962	-0.0195419
127.496	-0.431062	-0.0258186
127.52	-0.367353	-0.0306836
127.539	-0.312976	-0.0343678
127.554	-0.266399	-0.0370609
127.567	-0.226352	-0.0389193
127.576	-0.193872	-0.0400157
127.584	-0.167131	-0.0405585
127.59	-0.144005	-0.0406922
127.595	-0.123938	-0.0404884
127.599	-0.105845	-0.039983
127.602	-0.0898237	-0.039215
127.605	-0.0754721	-0.0382046
127.608	-0.0624487	-0.0369551
127.61	-0.0503797	-0.0354391
127.612	-0.0387182	-0.0335544
127.614	-0.0256386	-0.0307893
127.616	-0.0156392	-0.0280503
127.617	-0.00485536	-0.0242633
127.618	0.00305226	-0.0207617
127.619	0.0104814	-0.0167663
127.62	0.017561	-0.0122106
127.621	0.0241102	-0.007278
127.622	0.0303737	-0.00188816
127.624	0.037539	0.00507799
127.626	0.0470945	0.015628
127.628	0.0559399	0.0265633
127.631	0.0641065	0.0375467
127.634	0.072422	0.0495039
127.637	0.0812027	0.062877
127.641	0.09065	0.0780151
127.646	0.100939	0.0952686
127.652	0.112244	0.115019
127.659	0.124754	0.137697
127.667	0.138679	0.163795
127.677	0.15426	0.193884
127.69	0.172285	0.229645
127.706	0.193572	0.272931
127.727	0.218903	0.325599
127.754	0.249334	0.390119
127.788	0.28627	0.46975
127.833	0.331615	0.568844
127.893	0.387982	0.693286
127.972	0.459019	0.851135
128.079	0.549908	1.05358
128.222	0.668165	1.3164
128.412	0.819541	1.65031
128.661	1.01463	2.07501
128.99	1.26989	2.62003
129.427	1.60924	3.32571
130.01	2.0683	4.24832
130.793	2.70095	5.46721
131.855	3.58957	7.09569
133.307	4.85982	9.29792
135.315	6.69766	12.3153
138.125	9.35056	16.509
142.113	13.0342	22.4298
147.868	17.4513	30.9373
156.336	19.9622	43.4158
166.926	13.0955	58.9806
176.915	-4.73652	73.6329
186.651	-30.5765	87.8983
196.388	-60.0885	102.153
200	-70.8123	107.44
