0	0
0.00765758	0.00115726
0.0159978	0.00504762
0.0252989	0.0126072
0.0327671	0.0211189
0.0406373	0.0324205
0.0485075	0.0460876
0.0555859	0.0603726
0.0626643	0.076516
0.0697427	0.0944857
0.0768211	0.114246
0.0838994	0.135759
0.0909778	0.15898
0.0980562	0.183865
0.105135	0.210364
0.112213	0.238424
0.118573	0.264922
0.124932	0.292593
0.131292	0.321393
0.137652	0.351278
0.144012	0.382197
0.150371	0.414103
0.156731	0.446945
0.163091	0.480669
0.16945	0.515223
0.17581	0.550551
0.18217	0.586596
0.18853	0.623301
0.194889	0.660607
0.201249	0.698456
0.207609	0.736786
0.213968	0.775536
0.220328	0.814644
0.226688	0.854048
0.233048	0.893686
0.239407	0.933493
0.245767	0.973406
0.252127	1.01336
0.258486	1.0533
0.264846	1.09315
0.271206	1.13285
0.277566	1.17233
0.283925	1.21155
0.290513	1.25181
0.297102	1.29165
0.30369	1.33098
0.310278	1.36975
0.316867	1.40788
0.323455	1.44532
0.330289	1.48335
0.337124	1.52048
0.343958	1.55666
0.350793	1.59181
0.357627	1.62587
0.364746	1.66011
0.371865	1.69304
0.378983	1.72458
0.386102	1.75467
0.393532	1.78447
0.400963	1.81256
0.408393	1.83887
0.41614	1.86437
0.423888	1.88781
0.431913	1.90988
0.439939	1.92964
0.448332	1.94777
0.456725	1.96326
0.465645	1.97679
0.474941	1.98763
0.484763	1.99542
0.495415	1.99959
0.507845	1.99879
0.517045	1.99427
0.527174	1.98546
0.537304	1.97266
0.546329	1.95793
0.555355	1.94012
0.564381	1.91929
0.573406	1.89551
0.58141	1.872
0.589414	1.8463
0.597417	1.81845
0.605421	1.78853
0.613425	1.75662
0.621429	1.72279
0.629432	1.68714
0.637436	1.64975
0.644588	1.61495
0.65174	1.5789
0.658892	1.54169
0.666044	1.50338
0.673196	1.46406
0.680348	1.4238
0.6875	1.38268
0.694652	1.3408
0.701804	1.29822
0.708956	1.25504
0.716108	1.21135
0.72326	1.16723
0.730412	1.12277
0.737563	1.07806
0.744715	1.0332
0.751867	0.988267
0.759019	0.94336
0.765443	0.903123
0.771866	0.863043
0.778289	0.823187
0.784713	0.783618
0.791136	0.744402
0.79756	0.705602
0.803983	0.667282
0.810406	0.629503
0.81683	0.592328
0.823253	0.555817
0.829676	0.520029
0.8361	0.485023
0.842523	0.450855
0.848947	0.417582
0.85537	0.385258
0.861793	0.353935
0.868217	0.323664
0.87464	0.294494
0.881063	0.266474
0.887487	0.239648
0.89391	0.21406
0.900334	0.189753
0.906757	0.166765
0.91318	0.145134
0.919604	0.124896
0.926027	0.106082
0.932738	0.0879822
0.939449	0.0715034
0.94616	0.0566752
0.953193	0.0429363
0.960225	0.0310658
0.96761	0.0206368
0.975251	0.0120663
0.983243	0.00553771
0.991761	0.00133963
1.00123	2.9706e-05
1.0103	0.00209451
1.01868	0.00687843
1.02763	0.0150357
1.03513	0.0242668
1.04289	0.0360941
1.05065	0.0502111
1.05841	0.0665841
1.06523	0.0828112
1.07205	0.100722
1.07887	0.120284
1.08569	0.141462
1.09251	0.164215
1.09933	0.188503
1.10615	0.214281
1.11297	0.241502
1.11979	0.270115
1.12661	0.300068
1.13343	0.331306
1.14025	0.363772
1.14707	0.397406
1.15389	0.432146
1.16071	0.467929
1.16753	0.504689
1.17435	0.542358
1.18117	0.580867
1.18799	0.620146
1.19481	0.660122
1.20163	0.700722
1.20845	0.741872
1.21527	0.783496
1.22209	0.825517
1.22891	0.867858
1.23573	0.910443
1.24255	0.953191
1.24937	0.996026
1.25619	1.03887
1.26301	1.08164
1.26983	1.12426
1.27665	1.16665
1.28347	1.20874
1.29029	1.25044
1.29711	1.29168
1.30393	1.33239
1.31075	1.37249
1.31757	1.4119
1.32439	1.45056
1.33121	1.48839
1.33803	1.52532
1.34485	1.56129
1.35167	1.59623
1.35873	1.63126
1.36579	1.66505
1.37286	1.69752
1.37992	1.72863
1.38728	1.75949
1.39463	1.78873
1.40199	1.81629
1.40963	1.84309
1.41728	1.86795
1.42493	1.8908
1.43298	1.91263
1.44102	1.93213
1.44945	1.94997
1.45787	1.96516
1.46683	1.97836
1.47619	1.98883
1.48609	1.99618
1.4969	1.99981
1.50977	1.99812
1.51938	1.9926
1.53049	1.9817
1.53942	1.96948
1.54883	1.9533
1.55824	1.93378
1.56658	1.91375
1.57493	1.89122
1.58327	1.86623
1.59161	1.83886
1.59995	1.80919
1.60829	1.7773
1.61578	1.74684
1.62327	1.71474
1.63076	1.68105
1.63825	1.64585
1.64574	1.60922
1.65323	1.57124
1.66072	1.532
1.66821	1.49158
1.6757	1.45007
1.68319	1.40757
1.69068	1.36416
1.69817	1.31995
1.70486	1.27984
1.71155	1.23925
1.71824	1.19823
1.72493	1.15685
1.73162	1.11521
1.73831	1.07335
1.74501	1.03137
1.7517	0.989335
1.75839	0.947317
1.76508	0.905392
1.77177	0.863634
1.77846	0.822117
1.78515	0.780914
1.79185	0.740099
1.79854	0.699743
1.80523	0.659917
1.81192	0.620693
1.81861	0.582139
1.8253	0.544323
1.83199	0.507313
1.83868	0.471174
1.84538	0.435969
1.85207	0.401761
1.85876	0.36861
1.86545	0.336575
1.87214	0.305712
1.87883	0.276077
1.88552	0.247721
1.89221	0.220694
1.89891	0.195045
1.9056	0.170819
1.91229	0.148057
1.91898	0.126802
1.92567	0.107089
1.93236	0.088955
1.93905	0.0724307
1.94574	0.0575458
1.95277	0.0437127
1.95979	0.0317419
1.96716	0.021207
1.97479	0.0125215
1.98275	0.00586468
1.99123	0.00151649
2	2.13769e-12
